t_s,current_A,voltage_V,temp_C,step_idx,step_type,step_comment
4811.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4812.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4813.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4814.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4815.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4816.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4817.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4818.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4819.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4820.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4821.86,0.0,3.731,25.75305,9735,R,pulsed load (rest)
4822.86,0.0,3.732,25.76862,9735,R,pulsed load (rest)
4823.86,0.0,3.732,25.76862,9735,R,pulsed load (rest)
4824.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4825.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4826.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4827.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4828.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4829.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4830.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4831.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4832.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4833.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4834.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4835.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4836.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4837.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4838.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4839.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4840.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4841.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4842.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4843.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4844.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4845.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4846.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4847.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4848.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4849.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4850.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4851.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4852.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4853.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4854.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4855.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4856.86,0.0,3.732,25.75305,9735,R,pulsed load (rest)
4857.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4858.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4859.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4860.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4861.86,0.0,3.732,25.73748,9735,R,pulsed load (rest)
4862.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4863.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4864.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4865.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4866.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4867.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4868.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4869.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4870.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4871.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4872.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4873.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4874.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4875.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4876.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4877.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4878.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4879.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4880.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4881.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4882.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4883.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4884.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4885.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4886.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4887.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4888.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4889.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4890.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4891.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4892.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4893.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4894.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4895.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4896.86,0.0,3.733,25.72192,9735,R,pulsed load (rest)
4897.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4898.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4899.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4900.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4901.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4902.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4903.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4904.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4905.86,0.0,3.734,25.70635,9735,R,pulsed load (rest)
4906.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4907.86,0.0,3.733,25.70635,9735,R,pulsed load (rest)
4908.86,0.0,3.734,25.70635,9735,R,pulsed load (rest)
4909.86,0.0,3.733,25.69079,9735,R,pulsed load (rest)
4910.86,0.0,3.734,25.69079,9735,R,pulsed load (rest)
4911.86,0.0,3.734,25.69079,9735,R,pulsed load (rest)
4912.86,0.0,3.734,25.69079,9735,R,pulsed load (rest)
4913.86,0.0,3.734,25.69079,9735,R,pulsed load (rest)
4914.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4915.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4916.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4917.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4918.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4919.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4920.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4921.86,0.0,3.734,25.67522,9735,R,pulsed load (rest)
4922.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4923.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4924.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4925.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4926.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4927.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4928.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4929.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4930.86,0.0,3.734,25.64409,9735,R,pulsed load (rest)
4931.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4932.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4933.86,0.0,3.734,25.65965,9735,R,pulsed load (rest)
4934.86,0.0,3.734,25.64409,9735,R,pulsed load (rest)
4935.86,0.0,3.734,25.64409,9735,R,pulsed load (rest)
4936.86,0.0,3.734,25.64409,9735,R,pulsed load (rest)
4937.86,0.0,3.734,25.64409,9735,R,pulsed load (rest)
4938.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4939.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4940.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4941.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4942.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4943.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4944.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4945.86,0.0,3.734,25.62852,9735,R,pulsed load (rest)
4946.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4947.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4948.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4949.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4950.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4951.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4952.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4953.86,0.0,3.734,25.61295,9735,R,pulsed load (rest)
4954.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4955.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4956.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4957.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4958.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4959.86,0.0,3.735,25.59739,9735,R,pulsed load (rest)
4960.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4961.86,0.0,3.734,25.59739,9735,R,pulsed load (rest)
4962.86,0.0,3.735,25.58182,9735,R,pulsed load (rest)
4963.86,0.0,3.734,25.58182,9735,R,pulsed load (rest)
4964.86,0.0,3.735,25.58182,9735,R,pulsed load (rest)
4965.86,0.0,3.734,25.58182,9735,R,pulsed load (rest)
4966.86,0.0,3.735,25.58182,9735,R,pulsed load (rest)
4967.86,0.0,3.735,25.58182,9735,R,pulsed load (rest)
4968.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4969.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4970.86,0.0,3.735,25.58182,9735,R,pulsed load (rest)
4971.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4972.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4973.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4974.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4975.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4976.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4977.86,0.0,3.735,25.56625,9735,R,pulsed load (rest)
4978.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4979.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4980.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4981.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4982.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4983.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4984.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4985.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4986.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4987.86,0.0,3.735,25.55069,9735,R,pulsed load (rest)
4988.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4989.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4990.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4991.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4992.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4993.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
4994.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
4995.86,0.0,3.735,25.53512,9735,R,pulsed load (rest)
4996.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
4997.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
4998.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
4999.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
5000.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
5001.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
5002.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
5003.86,0.0,3.735,25.51955,9735,R,pulsed load (rest)
5004.86,0.0,3.735,25.50398,9735,R,pulsed load (rest)
5005.86,0.0,3.735,25.50398,9735,R,pulsed load (rest)
5006.86,0.0,3.735,25.50398,9735,R,pulsed load (rest)
5007.86,0.0,3.735,25.50398,9735,R,pulsed load (rest)
5008.86,0.0,3.735,25.50398,9735,R,pulsed load (rest)
5009.86,0.0,3.736,25.48842,9735,R,pulsed load (rest)
5010.86,0.0,3.736,25.48842,9735,R,pulsed load (rest)
5011.86,0.0,3.735,25.48842,9735,R,pulsed load (rest)
5012.86,0.0,3.736,25.48842,9735,R,pulsed load (rest)
5013.86,0.0,3.736,25.48842,9735,R,pulsed load (rest)
5014.86,0.0,3.736,25.48842,9735,R,pulsed load (rest)
5015.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5016.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5017.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5018.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5019.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5020.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5021.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5022.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5023.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5024.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5025.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5026.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5027.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5028.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5029.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5030.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5031.86,0.0,3.736,25.47285,9735,R,pulsed load (rest)
5032.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5033.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5034.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5035.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5036.86,0.0,3.736,25.45728,9735,R,pulsed load (rest)
5037.86,0.0,3.736,25.44172,9735,R,pulsed load (rest)
5038.86,0.0,3.736,25.44172,9735,R,pulsed load (rest)
5039.86,0.0,3.736,25.44172,9735,R,pulsed load (rest)
5040.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5041.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5042.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5043.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5044.86,0.0,3.736,25.44172,9735,R,pulsed load (rest)
5045.86,0.0,3.736,25.44172,9735,R,pulsed load (rest)
5046.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5047.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5048.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5049.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5050.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5051.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5052.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5053.86,0.0,3.736,25.42615,9735,R,pulsed load (rest)
5054.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5055.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5056.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5057.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5058.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5059.86,0.0,3.736,25.41059,9735,R,pulsed load (rest)
5060.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5061.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5062.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5063.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5064.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5065.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5066.86,0.0,3.736,25.39502,9735,R,pulsed load (rest)
5067.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5068.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5069.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5070.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5071.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5072.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5073.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5074.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5075.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5076.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5077.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5078.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5079.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5080.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5081.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5082.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5083.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5084.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5085.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5086.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5087.86,0.0,3.737,25.39502,9735,R,pulsed load (rest)
5088.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5089.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5090.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5091.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5092.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5093.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5094.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5095.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5096.86,0.0,3.737,25.37945,9735,R,pulsed load (rest)
5097.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5098.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5099.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5100.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5101.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5102.86,0.0,3.737,25.36389,9735,R,pulsed load (rest)
5103.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5104.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5105.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5106.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5107.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5108.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5109.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5110.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5111.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5112.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5113.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5114.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5115.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5116.86,0.0,3.737,25.34832,9735,R,pulsed load (rest)
5117.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5118.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5119.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5120.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5121.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5122.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5123.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5124.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5125.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5126.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5127.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5128.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5129.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5130.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5131.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5132.86,0.0,3.737,25.33275,9735,R,pulsed load (rest)
5133.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5134.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5135.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5136.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5137.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5138.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5139.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5140.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5141.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5142.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5143.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5144.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5145.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5146.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5147.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5148.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5149.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5150.86,0.0,3.738,25.33275,9735,R,pulsed load (rest)
5151.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5152.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5153.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5154.86,0.0,3.738,25.31718,9735,R,pulsed load (rest)
5155.86,0.0,3.738,25.30162,9735,R,pulsed load (rest)
5156.86,0.0,3.738,25.30162,9735,R,pulsed load (rest)
5157.86,0.0,3.738,25.28605,9735,R,pulsed load (rest)
5158.86,0.0,3.738,25.28605,9735,R,pulsed load (rest)
5159.86,0.0,3.738,25.27048,9735,R,pulsed load (rest)
5160.86,0.0,3.738,25.25492,9735,R,pulsed load (rest)
5161.86,0.0,3.738,25.25492,9735,R,pulsed load (rest)
5162.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5163.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5164.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5165.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5166.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5167.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5168.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5169.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5170.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5171.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5172.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5173.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5174.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5175.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5176.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5177.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5178.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5179.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5180.86,0.0,3.738,25.22378,9735,R,pulsed load (rest)
5181.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5182.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5183.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5184.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5185.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5186.86,0.0,3.738,25.22378,9735,R,pulsed load (rest)
5187.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5188.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5189.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5190.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5191.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5192.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5193.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5194.86,0.0,3.738,25.22378,9735,R,pulsed load (rest)
5195.86,0.0,3.738,25.22378,9735,R,pulsed load (rest)
5196.86,0.0,3.738,25.23935,9735,R,pulsed load (rest)
5197.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5198.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5199.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5200.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5201.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5202.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5203.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5204.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5205.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5206.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5207.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5208.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5209.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5210.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5211.86,0.0,3.739,25.23935,9735,R,pulsed load (rest)
5212.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5213.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5214.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5215.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5216.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5217.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5218.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5219.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5220.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5221.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5222.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5223.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5224.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5225.86,0.0,3.739,25.22378,9735,R,pulsed load (rest)
5226.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5227.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5228.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5229.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5230.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5231.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5232.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
5233.86,0.0,3.739,25.20822,9735,R,pulsed load (rest)
